0,-0.030875721,0.003909815,-0.200727049,0.155326019,1.652288896,-0.134619009,0.386474841,0.625832684,0.71880857,-0.14872143,0.249011019,0.716328843,0.045152925,1.357155832,-0.128428347,0.704336345,-0.541659952,-0.071145848,0.562921065,0.145758929,0.548230313,0.132356364,-0.102483672,0.381654724,-0.130746716,0.503530575,-0.336792686,-0.668267307,0.063876335,-0.155647016,18032.0
1,-0.184920707,-0.137711241,-2.045952884,0.126085369,0.123307508,-0.047541467,-0.259804671,0.624471297,0.925121185,-0.207963611,-0.190833736,0.791435787,-0.026376864,1.190217289,-0.065422693,1.128967026,-0.512813779,-0.30196144,0.545674349,1.290478081,-1.499480105,1.438698593,0.042903917,-0.800860146,-0.989382145,0.547428748,0.202567138,-0.914659047,-0.421391358,0.386786049,23082.0
2,-0.034042261,0.222085625,-0.117082929,-0.051855067,0.76791432,-0.252968338,0.326525583,0.900351919,0.165415438,-0.683289465,0.130794979,0.332580547,-1.251473048,0.923757367,0.580092832,1.152729264,1.802203836,0.472321398,0.383949683,0.154133895,-0.216449763,0.504068819,-0.661113929,0.243393459,-0.137314102,-1.266930164,1.229253654,-0.563725195,-0.079912936,0.490491454,23202.0
3,-0.019724544,-0.257688944,-2.631582384,0.12757767,-0.101998794,-0.45212602,-0.296368994,0.636466056,1.124874941,-0.261376591,-0.143530385,0.646149979,-0.438735853,1.186544274,1.087781089,0.934313375,-0.624870686,-0.076298955,0.365981477,1.759305951,-0.4853611,2.194937799,0.062101336,-1.270436889,-1.34088266,-0.659187607,-0.06787508,1.936398767,-0.60311465,0.455142538,18316.0
4,0.100901875,1.649581503,-0.561838475,-0.069324322,0.079565065,-0.583851036,0.261053622,0.137289862,0.459550135,-0.199039174,0.7836802,0.607062415,-1.101736745,1.017839931,0.896038326,0.816592379,0.991011113,0.84106,0.228311866,-0.091774347,-0.115144864,-0.107573737,-0.278007393,-1.267018845,0.464386938,0.937533716,-1.138004683,-0.002795169,-0.333440742,-0.167577906,9128.0
5,-0.133265196,1.89094151,-1.228040451,-0.172704745,0.003479593,-2.237955484,0.434516237,2.446254907,-0.171036328,0.103757112,0.058515838,1.415133236,-0.774957545,0.275084949,0.624632761,0.403204869,0.793354114,0.411687108,0.496660787,0.443877034,-0.686139236,-0.432514836,-0.147805407,-0.03161338,0.348262947,1.448002083,-0.932063234,-0.558448585,-0.149875345,-0.170648594,3118.0
6,-0.123237592,-0.302110036,-0.399450088,0.142946831,2.724806681,-0.171765021,0.390550341,1.197085412,0.346594583,-0.306320582,0.649221807,0.830646608,0.098713992,0.866850086,-0.604095695,0.502261364,1.147872498,0.108485959,0.494972012,0.379766532,0.077457664,-0.547966777,0.227697025,0.753122853,0.023833464,-0.45429129,0.142548555,-0.142027043,-0.517724872,-1.051725102,16977.0
7,0.098245834,1.020034959,-0.263514552,0.051565948,0.253754345,-0.304844472,0.296973111,-0.225086327,0.527312463,-0.182168024,0.309839804,0.397046115,0.199668385,0.741729734,-0.797072751,0.293154841,0.348586361,1.0540773,0.757831934,0.987964779,-0.275740928,-0.268598183,-0.147687875,-0.338676641,-0.112291867,0.428547731,0.781165098,0.776226133,-0.28189522,-0.024641725,2411.0
8,0.320535831,0.976335048,-0.78983759,-0.01501665,1.026200663,-0.877465258,-0.264519013,0.066702713,0.180395604,-0.167393969,0.250311801,0.887294471,-1.003345659,0.44809335,0.24948913,0.637550255,1.635206281,0.077310048,0.368926959,1.41605104,-1.112453728,-0.468835611,-0.240770453,-0.666972053,0.07099663,0.843751409,-0.276235899,1.844744284,-0.284126156,-0.008352881,10773.0
9,0.051979435,1.068625735,-0.64458894,-0.085521,0.444952,-0.911432168,-0.042603264,-0.041419161,0.257911329,-0.181120696,0.167340949,0.668791364,-0.92463894,0.034165575,-0.342451635,0.212429927,1.309797973,2.133046379,0.785448855,-0.019620212,0.187442551,0.06191972,-0.08385792,-0.155731786,-0.139527359,-0.362575723,0.548527646,-0.601961193,-0.22537659,0.023510309,1346.0
